title,info,price,address,description,images,room_type,quantity
Private ground floor room in beautiful house ,2 guests · 1 bedroom · 1 bed · 1 private bath,16 ,"Private room in Thành phố Đà Lạt, ĐL","Treat yourself on your trip to Da Lat by staying with us in a charming modern house on top of a hill.Here, you hardly hear the noise of traffic but the sound of waterfall, crickets calling, and birds singing...So if you want to get away from the hustle and bustle of the city, then this is your perfect match. Stay here be prepared to be woken up by bird chirping or the first sunlight of the day.The spaceThe house is only 2 km from the city center but it's very quiet and peaceful here.The room is on ground floor but you can use the common space upstairs. From the balcony on rooftop floor, you can enjoy the spectacular view of the city at sunrises or sunsets.The way home is a bit quiet and empty sometimes but this is the residential areas so it's very safe to have a walk around.The physical address is 106 Hoang Dieu Street but please search for Nha Tren Doi Homestay on GG Maps for the exact location.Guest accessYou have a private room of your own but also share some common space including kitchen, living room and outdoor areas.Please note breakfast is not available because of Covid-19. Breakfast fee was already taken out of the room rate. Thank you for your understanding.Other things to noteOur opening time: 6AM-11PM.But feel free to go out late, just drop us a message before our closing time, so we will keep the door open until you're back home.Free luggage storage from 6AM-11PM. You can drop your luggage at our place with a fee of a smile then freely explore the city if you come earlier than check in time and leave later than check out time.","['https://a0.muscache.com/im/pictures/e24a4804-c959-430b-81bd-0bd2f3f9621d.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/5df99108-dfac-4019-ab24-2d330cf67a2c.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/e8137529-6fa6-40e2-bd3c-12200a8c24c6.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/6ed7ec26-fac4-4b5f-9161-f220475a2ca1.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/42f45dce-f860-4d77-95ce-35bca69d89e0.jpg?im_w=720']","['Small', 'Medium']",3
Cobe Homestay 3 - Vani Room ,2 guests · 1 bedroom · 1 bed · 1 private bath,17 ,"Private room in Thành phố Đà Lạt, ĐL","Cobe Homestay is a homestay chain at Dalat and Quy Nhon City. Cobe was born with the hope that can bring the peace and romantic of Da Lat to people who loves peace and separation from crowded streets. Designed with a gentle, delicate and cozy Scandinavian style, Cobe wants you to experience the comfortable and close space as your own home.If you like to enjoy Dalat in a peaceful way, Cobe promises wont disappoint you. <3The spaceA special thing about Cobe 3 locate in front of Da Lat Station, a famous place in here. Just 500m to Xuan Huong lake, where is the center of Da Lat city. You can walk around and enjoy peacful air.Guest accessThere is also a Coffee Shop under Cobe Homestay so you can enjoy delicous drinks.","['https://a0.muscache.com/im/pictures/28964f3d-2b85-49c6-9e2f-4876f517e1ef.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/6ba1dc2b-0300-493f-ae05-b53630ed2171.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/301e2477-e04e-4b45-b897-51dbdafe4223.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/23e39490-691c-4119-aa40-6a674bac855a.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/982afb8b-1bd2-4db3-98fe-7eb6d388737c.jpg?im_w=720']","['Small', 'Medium']",3
Tinghouse studio 4 ,4 guests · Studio · 2 beds · 1 bath,11 ,"Entire loft in Thành phố Đà Lạt, ĐL","My place is a good choice for group up to 4 people of friends or a family.It is about 2,2km far away from Da Lat market and just 200m from local market and convenient store","['https://a0.muscache.com/im/pictures/640e87f1-9489-472f-a132-41727c3eeb06.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/637aee81-fb19-4a1c-b3e2-c2fd02a8f537.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/aea3a681-1aab-4055-b4ac-4cdc224b3e4b.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/2d9fff76-92e0-4cb7-9720-69b5431f8063.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/a25abfcf-a4ff-489a-943a-7674795eb62e.jpg?im_w=720']","['Small', 'Medium', 'Large']",5
Indochine style for couple - Dong Thuy Phuong ,2 guests · 1 bedroom · 1 bed · 1 private bath,10 ,"Hotel room in Thành phố Đà Lạt, ĐL","DescriptionIndochine style boutique hotel. Comfortable & cozy place at Dalat City's downtown.1 minute walk to Walking Street2 minutes walk to Night Market5 minutes walk to Xuan Huong LakeSurrounded by many of restaurants, coffee shops & bars.Very convenient to go anywhere!","['https://a0.muscache.com/im/pictures/miso/Hosting-45726113/original/b6df67d0-4d5a-44e9-ad9a-78d1d1b3796e.jpeg?im_w=720', 'https://a0.muscache.com/im/pictures/78a290a6-2604-4244-9aec-468b8068e616.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/cd4edafe-2ded-4cdd-b223-618819e8f2f6.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/miso/Hosting-45726113/original/a2361892-2b9b-4b1d-bd3c-1857040a0936.jpeg?im_w=720', 'https://a0.muscache.com/im/pictures/51d50f46-fe08-45bd-b190-fa2c4d9446d3.jpg?im_w=720']","['Small', 'Medium']",2
Beautiful getaway ,2 guests · 1 bedroom · 1 bed · 1 private bath,20 ,"Private room in tp. Đà Lạt, ĐL","Perfect for those looking for Viet homestay experience at the comfort of a standard hotel and an amazing view. Wake up watching the sun rising from the top of the mountain looking over the valley from your bed. It's even more magical in rainy days!!The spaceThis listing includes one 60m2 ensuite with balcony looking over the valley and our flower garden.The room is equipped like a standard hotel. Custom made wooden king bed and natural latex mattress and comfortable bedding for your best sleep.We will make Vietnamese breakfast, lunch and dinner upon request with extra charge. Please let us prior to arrival about the time you would like to have your meal.If you're looking for a Vietnamese homestay experience but still enjoy the comfort and freedom of staying in a hotel then this is for you.We would like to make sure you will have a comfortable stay at our place, so if you need anything please just ask!Guest accessYou have your own private room and bathroom but you can also share living room, rooftop with us. We will be on the 3rd level of the house.Other things to noteAll guest must have PASSPORT and CURRENT VISA as per Dalat government regulations.Vietnamese meals are available upon request from $3You can ask us to do laundry for you, it's $3 for up to 3kgOur place is perfect for doing yoga/meditation or a run/jog to Xuan Huong lake (about 15 mins away). Or if you feel like doing nothing, bring your favourite book or DVDs.","['https://a0.muscache.com/im/pictures/86a2ddbf-dbde-4792-87e4-d8b19e2aa9cb.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/95439768-6081-45fb-bcf3-e2dea42cd0c9.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/e7d349bb-c776-4c6f-ad48-201d586080df.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/5324f48c-89bc-48e7-b598-efa3a6160779.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/b83731ec-8b00-4075-ac40-91810dcb9db2.jpg?im_w=720']","['Small', 'Medium']",4
couple friendly ❤ mountain⛰valley view 👍kitchen🍽 ,2 guests · 1 bedroom · 1 bed · 1 bath,27 ,"Entire villa in Thành phố Đà Lạt, ĐL","Located in Da Lat, 2.6 km from Xuan Huong Lake, Lavie Villa has accommodations with a mini mart, free private parking. Offering a great view from the Robin hill. The villa is located within 2.6 km of Yersin Park Da Lat. The villa comes with a flat-screen TV with satellite channels, fridge, an electric tea pot, a bidet, a hairdryer and a desk and the kitchen, BBQ facilities. Featuring a private bathroom with a shower and free toiletries, free WiFi, and a balcony. 🙂The spaceLocated on Robin hill (Dong Da hill), it provides you a great view for your stay. Also, the accommodation is equipped air conditioner with cool and heating features as well as facilities that help you feel relaxed and comfortable.","['https://a0.muscache.com/im/pictures/bffed69e-1e72-4651-a694-aba54498bae8.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/866596be-d757-48f4-a504-04511c0c31c8.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/3e5f3959-cd94-4a3b-a92c-86d7917712c5.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/72e2f4c5-7da6-45dd-8827-9a6663372c2e.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/f54c7cdf-48df-4c00-ac3d-235ca28adf66.jpg?im_w=720']","['Small', 'Medium']",2
Homey - feels like home - 1 bed ,2 guests · 1 bedroom · 1 bed · 1 private bath,17 ,"Private room in Thành phố Đà Lạt, ĐL","HOMEY is located in an extremely privileged position - in the heart of Dalat city but still retains the quiet, fresh and pleasant. Rooms are decorated in a lovely way, cared for in every detail so it is hard to ignore. With a beautiful layout and extremely comfortable, the host very close and friendly. Go to HOMEY and feel comfortable living space, enough privacy and comfort like staying at home. HOMEY believes that you will have the perfect rest and meaningful moments for your trip.The spaceThe private room is very spacious, warm, nice decorated and make you feel like home.","['https://a0.muscache.com/im/pictures/e263dbff-7780-4eec-817e-867d22d4fcf0.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/94b08c76-33af-49bb-bd8d-e09ef007ffc1.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/50989b12-e7c5-40a0-b934-b91ed79d4b43.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/054982d6-3fa4-4988-acb2-6555d7e0f783.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/eec7d392-8ea8-421a-b3e0-c703a57d1499.jpg?im_w=720']","['Small', 'Medium']",3
"Đà Lạt Gốm Hotel - private room,balcony, view (03) ",2 guests · 1 bedroom · 1 bed · 1 private bath,22 ,"Hotel room in Thành phố Đà Lạt, ĐL",Great,"['https://a0.muscache.com/im/pictures/bb876c13-790c-4771-839e-5fdaf34d029c.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/747418da-7ba3-442c-a7eb-312963fb7309.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/bfd078a5-27db-412c-a189-35bc941db975.jpg?im_w=720']","['Small', 'Medium']",2
Lan Anh Fluffy hotel hello and welcome ,2 guests · 1 bedroom · 1 bed · 1 private bath,15 ,"Private room in Thành phố Đà Lạt, ĐL","Located in Da Lat in the Lam Dong region,  around a 10-minute walk from Da Lat night market and around half a kilometer from Xuan Huong lake nearby.Guests at the family stay can order and enjoy an Asian breakfast. Lan Anh Hotel has a sun terrace. Both a motorcycle rental service and a car rental service are available at the accommodation. This property is also rated for the best value in Da Lat! Guests are getting more for their money when compared to other properties in this city.The spaceThe rooms come with a flat-screen TV with cable channels, an electric tea pot, a shower, a hairdryer and a closet.Guest accessLan Anh Hotel has garden and view city very beautiful!Other things to noteLan Anh Hotel provides accommodations with free WiFi, a garden, a shared lounge and a shared kitchenYou’re can cooking lunch or dinner and BBQ at Lan Anh Hotel","['https://a0.muscache.com/im/pictures/d13e720d-0af2-4862-9e3d-2ae0cab94480.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/f786ba44-7c6c-4a44-97fb-cfcd5898913f.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/9ac7ea22-7a93-4d18-88c4-1b3a66aaf465.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/12f7c683-370b-4ff7-8710-3b5b4092ce17.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/44c0b116-ec77-4ec3-a1ee-887f7fd44351.jpg?im_w=720']","['Small', 'Medium']",4
GÓC PHỐ STUDIO 2 ,2 guests · 1 bedroom · 1 bed · 1 private bath,25 ,"Private room in Thành phố Đà Lạt, ĐL","GOC PHO STUDIO- Peaceful corner between romantic city🌿 This warm, comfortable and secluded property is tucked away in the middle of the romantic city where visitors experience an unforgettable vacation in Da Lat city!Căn hộ GÓC PHỐ - Góc nhỏ bình yên giữa thành phố mộng mơNằm khép mình giữa thành phố mộng mơ, Căn hộ Góc Phố chính là giấc mơ bình yên về ngôi nhà nhỏ ấm áp, tiện nghi nơi du khách trải nghiệm kỳ nghỉ khó quên tại thành phố Đà Lạt!","['https://a0.muscache.com/im/pictures/ed134b90-3133-418a-819c-153388cb246e.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/91f6c98f-d660-4e68-b161-8ebc2cc9543c.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/396b9b45-51c5-40c6-bbcd-d2904cfa33dd.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/1367afd3-c2ec-4e2d-97b3-832b0d064a89.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/f81a7f01-c7fc-4308-8064-31ffb11de0c7.jpg?im_w=720']","['Small', 'Medium']",2
Charming Decór Studio w Bathtub @Central ,2 guests · Studio · 1 bed · 1 bath,29 ,"Entire guest suite in Thành phố Đà Lạt, ĐL","Our studio comes with a Cool Design, near the Center, which ensures to give you an enjoyable experience in Dalat. The studio is located on the 2nd floor of a townhouse Notes:* The bathroom is open so please consider traveling with family or friends.* No elevatorThe spaceThe studio is on the 2nd floor of a townhouse. It has everything you need for a comfortable stay.- 24/7 keyless access- Safe box- A comfy Queen-sized Bed with 4 Pillows- Smart TV, Working desk- Bathtub- Tea & coffee & A bottle of Water- Mini fridge- 4 Towels / each- Shampoo, Body Wash, Hand Soap, Toilet paper- Hi-Speed Wifi Internet- Electric kettle- Hair Dryer- Ceiling Fan- Shared washing Machine with Soap Detergent and clothes dryer- Complimentary Toothbrushes, Toothpaste- House cleaning before check-in- In-house flip-flops- Warm water for shower- Clothes Crack and HangersGuest access- Guests will have 24/7 access to the house by passcode- Guests can use the washing machine and clothes dryer- Guests can park their bike inside the house (Do Not Deadlock your bike). If you have a car, you can park on the street in front of the house, however, we have no responsibility for your car.Other things to note1/ The bathroom is connected with the bedroom and doesn't have a door. So please be aware when you plan to book this with family/ or friends.2/ The house doesn't have an elevator3/ There is a security camera at the main gate and in the stair areas.4/ The studio is located on the 2nd floor of a townhouse.5/ Don't bring any strangers home.6/ CHECK-IN Time: The official check-in time is after 2 PM. Early check-in is not guaranteed.7/ CHECK-OUT Time: The official check-out time is not later than 12 noon. Late check-out is not guaranteed.8/ When you check out, please turn off all electricity and close the door. Luggage keeping is only applicable with advance notice.9/ ID photo will be required before check-in.10/ Please make sure to contact us first through Airbnb if you have any questions about the house.11/ The studio Only comes with parking for scooters. Please put your bike inside the house(but Do not deadlock the bike)13/ Close the main gate after you come back home.","['https://a0.muscache.com/im/pictures/miso/Hosting-45833931/original/73b384fa-69de-4679-95a9-19e10d37de61.jpeg?im_w=720', 'https://a0.muscache.com/im/pictures/miso/Hosting-45833931/original/f33c70b1-e9c4-4394-ae1e-e0a6a0a46504.jpeg?im_w=720', 'https://a0.muscache.com/im/pictures/miso/Hosting-45833931/original/5622ff26-c330-41a3-ba50-d4fbfc5548f3.jpeg?im_w=720', 'https://a0.muscache.com/im/pictures/miso/Hosting-45833931/original/566962e0-bcec-4bff-a75d-0a0cf72196ab.jpeg?im_w=720', 'https://a0.muscache.com/im/pictures/miso/Hosting-45833931/original/7735ab55-7bcd-4030-b748-2ebd8ab014fb.jpeg?im_w=720']","['Small', 'Medium']",2
♥️Traveler's choice awards♥️Tiny house by the lake ,4 guests · 1 bedroom · 2 beds · 1.5 baths,49 ,"Tiny house in Thành phố Đà Lạt, ĐL","CHARMING, CONVENIENT AND COMPLETELY PRIVATESpacious, private house with 30 years Cherry Blossom Tree. Centrally located in Dalat, close to Xuan Huong Lake. Walk to everything that is Downtown Dalat.The spaceCONVENIENT LOCATED 3 MINS walk to the most beautiful lake in town and Giant supermarket Big CThe house (80 sqm) is private from Tran Hung Dao Street, walking distance to everything you could imagine and more, a short walk to giant Sun Flower iconic – one of the most tourist attraction in town. If you are looking for a Dalat’s historic house with great design incorporating mid century and modern nuances, this place is for you!This house is our home, it is very well kept. It encompasses a very comfortable sofa, armchair, WiFi, 135 inches screen with hi-tech devices (Apple TV, Bluetooth Soundbar, Netflix is also available during your stay). The double queen bed have all new sheets and quilts. Kitchen is complete with great appliances; full size fridge, stove, oven, microwave, pots and pans, silverware, plates, glasses, and more. Laundry machinery stored under the stairs, so you can wash it conveniently. Everything you need to have an amazing time.You will love this house that is without a doubt.Guest accessThis place is yours so you have fully rights to access whole thing in the premises such as:- Washing machine- Hair dryer- Refrigerator- Humidifiers- Speaker- Microwave- Towel.... And so much more (explore yourself)","['https://a0.muscache.com/im/pictures/5292097d-aeea-44ef-961d-f28a8cb1f769.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/2571f9ad-b7b6-4782-843c-9d40e0312dad.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/0b0c705e-a540-48ab-9476-3912692f7d7c.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/a1fc81b1-4214-4456-8ee3-be0283ae1dd6.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/d1b7772a-f811-4eb4-9f1c-3aa559b5929f.jpg?im_w=720']","['Small', 'Medium', 'Large']",2
Automne - Lovely Attic Studio in City Center ,3 guests · Studio · 1 bed · 1 bath,23 ,"Entire apartment in Thành phố Đà Lạt, ĐL","Enjoy your stay in Dalat on the second floor of a 20th century French colonial mansion.  It features self check-in, a private bathroom, kitchenette, and washing machine. Located in the heart of Dalat, the studio is merely steps away from an abundance of shops, restaurants, and bars. The studio can host 2 people comfortably, or 3 people maximum. Perfect for solo travellers, couples, or small families.The spaceThe building that houses this lovely studio was built during the French colonization period in the 20th century. A recent renovation has just been completed to refurnish the apartment and bring its facilities up to today's standards. The charm of the French Colonial architectural style is still lovingly reserved as a reminiscence of the city's history.The studio is on the second floor of the building (2 floors above the entrance). ✻ Self Check-in with Keypad Lock ✻Easily check yourself in with the keypad lock, at any time during your stay. Simply enter a passcode and you are in. No more having to share or look after keys.✻ Fully Furnished ✻- Kitchenette: Basic kitchen appliances, tools, and tableware are provided for light cooking inside the apartment. Please clean up after use.- Laundry: There is a washing machine for your use in the room. A drying rack, iron and ironing board are also included.- Private bathroom with hot water available in both shower and sink- Hair dryer- TV & TV box with Netflix subscription and many other apps- WiFi Internet Access✻ Amenities ✻We provide towels, linen, washing detergent, soap, shampoo, toothbrush and toothpaste.✻ Sleeping Arrangements ✻Sleeping arrangements include a queen bed, and a big sofa that can comfortably fit another person. ✻ Balcony ✻There is a shared balcony with seating just outside the room.✻ Parking ✻Street parking on the sidewalk is available for scooters. Please note that there is no car parking space on premise. There are paid parking lots within 1km of the house.Guest accessThe entire apartment is yours to enjoy during your stay. There is a shared balcony with seating just outside the room.While you are staying, please feel free to come in or go outside as you please. There is no curfew.Other things to noteThis is a self check-in unit. Guests will receive check-in instructions prior to check-in. Please follow the instructions to make sure you will be able to access the apartment.Cleaning service is available for an additional charge.Parking is available for scooters only. There is no parking space for cars.Children must be under active supervision by a parent or guardian, at all times. All responsibility and duty of care for them must be provided by you, including their personal equipment and needs.The neighborhood is part of Dalat's Walking Town. Vehicles are forbidden to enter the area from 19:00 to 22:00 every Saturday and Sunday. If you are going back by taxi, get off at the stairs on Phan Dinh Phung street (next to FPT Shop, 64 Phan Dinh Phung) and walk up the stairs. If you are riding a motorbike, expect to get down and push it when you are inside the Walking Town.","['https://a0.muscache.com/im/pictures/27c34882-970c-442d-b0cd-1a1cc275ac9a.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/7dae2582-94dc-44f2-b080-c1c404ccf76b.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/863d736b-f9b1-47c4-8efb-7436434d50e6.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/a01ebb40-0c51-4c5b-ba2a-bdcdfd0a9e90.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/917b0982-6656-44a4-af88-c01b419bae78.jpg?im_w=720']","['Small', 'Medium', 'Large']",5
PANORAMIC DALAT SUNSET - LUXURY CENTRAL APARTMENT ,4 guests · 2 bedrooms · 2 beds · 2 baths,40 ,"Entire condominium in Thành phố Đà Lạt, ĐL","Panoramic Dalat Sunset is a 90 square meters apartment on the 4th floor of Panorama – a brand new building in Dalat. Stay the night and enjoy the inclusive view of Dalat’s sunset and its famous attractions: - DALAT RAILWAY STATION - XUAN HUONG LAKE - BIG C DALAT - DALAT COLLEGE All of the famous places mentioned above is only 10 minute walk or 5 minute drive away!!! Beside that, around 2.5km from our apartment are: - DALAT CENTER - DALAT NIGHT MARKET - DALAT CATHEDRAL - CRAZY HOUSEThe spaceOur apartment includes: * An aircon spacious minimal styled living room (guest room), perfect for working, reading, listening to music or holding romantic dinners.* A smart TV with Netflix. * A modernly furnished kitchen for you to make excellent dishes. * A 25 square meters master bedroom with a super king size bed ( 2m x 2.2m ), big windows with blackout curtains, an en suite bathroom with 24/7 hot water.* A 12 square meters guest bedroom with a double bed ( 1,4m x 2m , an en suite bathroom with 24/7 hot water. * A Balcony surround the living room and bedrooms. And don’t you worry about the apartment being on the 4th floor, we have an elevator inside this building!","['https://a0.muscache.com/im/pictures/978ec5aa-5847-4dff-93b3-a8cc4339ea31.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/0850a632-b8eb-4efa-828f-cdd7269bdc24.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/188e5c34-a673-4629-809c-3e04d0705d44.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/a329babc-7fe1-4e07-8f7b-611b122f4904.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/d9a466c7-b67a-40c7-a0f6-2aefcc39d469.jpg?im_w=720']","['Small', 'Medium', 'Large']",2
ThaoAnh Home&Apartment - Balcony Apartment 101 ,2 guests · 1 bedroom · 1 bath,11 ,"Entire house in Thành phố Đà Lạt, ĐL","Thao Anh Home & Apartment is a good choice for you if you like a peaceful and nice place not only for living but also for traveling in Dalat city. It takes only about 7 minutes to go to Dalat center and Xuan Huong lake, 5 minutes to Crazy House or Bao Dai III Palace.","['https://a0.muscache.com/im/pictures/miso/Hosting-47576717/original/06938581-1e19-4a25-84c1-e023f5fab480.jpeg?im_w=720', 'https://a0.muscache.com/im/pictures/miso/Hosting-47576717/original/51c64556-0ac5-4a98-8f1a-caf01b6f890d.jpeg?im_w=720', 'https://a0.muscache.com/im/pictures/miso/Hosting-47576717/original/b120cf4e-a667-4a1c-86d5-93453c041083.jpeg?im_w=720', 'https://a0.muscache.com/im/pictures/miso/Hosting-47576717/original/92bb960c-ff99-4a9a-abbf-c1e4ad0d450d.jpeg?im_w=720', 'https://a0.muscache.com/im/pictures/miso/Hosting-47576717/original/315b39ee-d5f1-474b-9bd1-293759507cb1.jpeg?im_w=720']","['Small', 'Medium']",2
Cay Sao Beach Bungalow with Superior Sea View ,2 guests · 1 bedroom · 1 bed · 1.5 baths,24 ,"Entire bungalow in Thành phố Phú Quốc, PQ","Located on a more relaxing side of Phu Quoc Island, Cay Sao Beach Resort is a perfect place to exhale, breathe and smile. Upon arrival, you will enter to a spacious bungalow with sea view. Guests can enjoy a cool drink under the coconut trees or even cool down in the pool. Garden and pool are maintained every day. Sitting on balcony, you can easily enjoy a breathtaking sunrise. We love to welcome our guests in person, lead them into the bungalow, help them explore the island. See you here 🏝The spaceIf you are searching for a quiet and peaceful place for relaxing, Cay Sao Beach is good choice for you. You can go snorkeling nearby the resort, or trekking up to the mountain or even go fishing. We have bicycle and motorbike for rent. You can enjoy variety of delicious food from our restaurant. Our specialty is fresh seafood from local fishermen. There are good varieties for vegetarians too.Our place is good for couples, solo adventurers, and family.Each bungalow has a super king size bed, private bathroom, big balcony for relaxing, sunbath or seeing sunrise. Guests have full access to private beach, swimming pool.Car parking space is available in the yard.Table and chairs for sitting in the balcony are supplied.Guest accessGuests are free to use all facilities in the resort (swimming pool, private beach, restaurant, garden, sport facilities (volleyball, badminton, beach toys)","['https://a0.muscache.com/im/pictures/bc7f6b56-0f6a-4962-8420-8c75c6896c4c.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/0edbe338-2a43-4450-80aa-fb8d1f87ccfe.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/8426b997-fa2e-45fc-a058-5b77b3e32fa8.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/8b8afd91-1547-4bdd-8b19-d7515f6da2fe.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/84031d3f-06c6-4a24-b83d-71ef9cac7bab.jpg?im_w=720']","['Small', 'Medium']",5
TS BEACH HOUSE 4 - Live on the beach ,2 guests · 1 bedroom · 1 bed · 1 bath,37 ,"Entire house in tp. Phú Quốc, PQ",A little beach house for a coupleProperty: 80m2 (50m2 living)• Pick-up service• Motorbike for rentShould you can ride a motorbike that will be more fun at my place!! :)Live on the beachThe spaceThis is a poor fishing village & not tourism area!A little corner where you can cuddle and look at another world.. Just want to share this where you can pause and have a long breath in-site the breath of the sea ..Other things to noteThis place is not tourism.,"['https://a0.muscache.com/im/pictures/4698e0b5-f401-4b49-9975-628c2deb94dc.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/2e30d49f-61b6-4f01-b4eb-43e18a59ce50.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/8460a46b-fa43-4df9-b5d6-72bdeeaf50e0.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/886990ab-050e-4ec2-a77b-73104eea24c9.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/8ac97341-53fc-4cd7-9290-14c48be07dc6.jpg?im_w=720']","['Small', 'Medium']",3
Larina Beach House ,2 guests · 1 bedroom · 1 bed · 1 bath,27 ,"Entire house in Thành phố Phú Quốc, PQ","Start your every morning by the sea and close your day with a beautiful sunset as you relax in style on your own patio. You are just steps away from the sea.The spaceI have 02 houses are close together, each house are 35sqm.The new house is located on a fishing village. The village surrounds with sea and villagers have their live focused on catching fishing and harvesting seafood. Visitors will take an opportunity to experience their holiday on the Island like a fisherman. The property is approximately 02km from night market as well as Duong Dong market and 15km from Phu Quoc International Airport. It is 30km from Sao beach. I hope that the offers, facilities, and local area could meet your vacation .Other things to noteI provide round-trip airport transfer as the complimentary service for booking minimum 4 nights stayKindly advise your arrival flight at least 24 hours prior to arrival time so that I could arrange airport transfer service on time.","['https://a0.muscache.com/im/pictures/30b6ea1b-4ce4-407e-ae19-f0294b472045.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/4f252a02-9ef2-47a9-bd14-f77aa4c88923.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/db2eee3d-9f59-4731-9582-f7e4ad8be62b.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/6bbcdd27-0453-4c4a-ac61-c4b2bcb3e23f.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/5c1f472a-11f1-4ce3-8613-e438e7739ec5.jpg?im_w=720']","['Small', 'Medium']",5
"Lotus Home,lovely overwater chalet w/ sunrise view ",2 guests · 1 bedroom · 1 bed · 1 bath,86 ,"Entire bungalow in Thành phố Phú Quốc, PQ","- Come to Lotus home and enjoy: • Experiencing local lifestyle • Watching spectacular sunrise right from your bed • Sunbathing, kayaking, chilling by the water • Wading in the sea and exploring wildlife - Extra services when requested • Airport pick-up service • Motorbike for rent With the unique scenery of a local fishing village, the place remains untouched from modern development. The neighborhood is mixed of homes of local fishermen and fisherwomen.The spaceThis is a self-catering overwater bungalow with a stunning sea views. you can enjoy the sea like swimming, sunbathing. Lotus home is where you can experience the lifestyle of local people. the place, which is believed can bring peace and healing to its visitors. You could also find many expatriates who want to stay away from the busy urban crowd, to relax and enjoy the natural beauty that the area has to offer.","['https://a0.muscache.com/im/pictures/d8c79a6d-0c32-4faa-a7c2-a713a0521079.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/2ca23840-d0ea-4f46-bf38-2d75173309e3.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/3813d77a-b588-4abe-990b-65f0ac70f1c0.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/9bca41c1-5df6-4ad1-a14c-ba7990a81cc2.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/b4c6bb59-6639-40c5-a0e0-b0f78a5378ad.jpg?im_w=720']","['Small', 'Medium']",4
